Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2011,04,10,00:50:48,36.709,140.633,72.2,4.6,"near the east coast of Honshu, Japan",1302396648
2011,04,10,00:08:36,37.618,141.873,19.8,4.4,"near the east coast of Honshu, Japan",1302394116
2011,04,10,00:00:56,35.761,141.516,46.6,4.8,"near the east coast of Honshu, Japan",1302393656
2011,04,09,23:24:21,27.011,143.819,10,4.3,"Bonin Islands, Japan region",1302391461
2011,04,09,22:53:02,37.45,142.653,31.8,4.1,"off the east coast of Honshu, Japan",1302389582
2011,04,09,21:23:05,35.655,140.043,67.6,4.9,"near the east coast of Honshu, Japan",1302384185
2011,04,09,20:33:29,38.366,146.52,10,4.5,"off the east coast of Honshu, Japan",1302381209
2011,04,09,18:51:15,37.701,143.568,28.3,4.6,"off the east coast of Honshu, Japan",1302375075
2011,04,09,16:57:27,38.239,142.923,60.8,4.7,"near the east coast of Honshu, Japan",1302368247
2011,04,09,14:53:28,36.231,141.771,43.1,4.5,"near the east coast of Honshu, Japan",1302360808
2011,04,09,12:57:47,29.999,131.78,11,5.9,"southeast of the Ryukyu Islands, Japan",1302353867
2011,04,09,12:37:49,37.31,142.489,46.6,4.4,"off the east coast of Honshu, Japan",1302352669
2011,04,09,10:03:01,37.895,143.888,35,4.1,"off the east coast of Honshu, Japan",1302343381
2011,04,09,09:42:21,38.28,141.701,65.3,5.3,"near the east coast of Honshu, Japan",1302342141
2011,04,09,08:53:30,36.66,141.138,20.2,4.5,"near the east coast of Honshu, Japan",1302339210
2011,04,09,08:17:04,37.902,142.724,25.8,4.2,"off the east coast of Honshu, Japan",1302337024
2011,04,09,08:07:24,37.511,143.621,35,4.3,"off the east coast of Honshu, Japan",1302336444
2011,04,09,08:02:19,36.191,140.081,61.3,4.4,"near the east coast of Honshu, Japan",1302336139
2011,04,09,06:29:42,38.918,142.652,39.2,4.6,"near the east coast of Honshu, Japan",1302330582
2011,04,09,04:34:10,37.139,142.407,35,4.3,"off the east coast of Honshu, Japan",1302323650
2011,04,09,03:42:21,37.12,142.729,20.1,4.4,"off the east coast of Honshu, Japan",1302320541
2011,04,09,02:59:34,38.621,141.81,35,4.6,"near the east coast of Honshu, Japan",1302317974
2011,04,09,02:52:59,36.926,141.877,31.8,4.2,"near the east coast of Honshu, Japan",1302317579
2011,04,09,02:33:50,39.756,143.297,34.5,4.7,"off the east coast of Honshu, Japan",1302316430
2011,04,09,02:31:04,39.896,143.168,29.3,4.7,"off the east coast of Honshu, Japan",1302316264
2011,04,09,01:25:26,36.75,142.049,18.7,5.1,"off the east coast of Honshu, Japan",1302312326
2011,04,08,22:29:46,36.045,141.823,35,4,"near the east coast of Honshu, Japan",1302301786
2011,04,08,21:30:12,36.642,143.204,37.5,4.8,"off the east coast of Honshu, Japan",1302298212
2011,04,08,20:38:16,38.245,142.691,35,4.1,"near the east coast of Honshu, Japan",1302295096
2011,04,08,20:08:52,36.959,144.398,20.5,4.4,"off the east coast of Honshu, Japan",1302293332
2011,04,08,19:59:25,36.293,143.639,25.5,4.4,"off the east coast of Honshu, Japan",1302292765
2011,04,08,19:13:29,38.386,143.868,24.2,4.7,"off the east coast of Honshu, Japan",1302290009
2011,04,08,19:06:59,37.22,141.625,30.2,4.7,"near the east coast of Honshu, Japan",1302289619
2011,04,08,18:56:56,36.118,140.07,58.6,4.6,"near the east coast of Honshu, Japan",1302289016
2011,04,08,18:53:36,36.907,140.476,46.5,4.3,"near the east coast of Honshu, Japan",1302288816
2011,04,08,18:42:28,43.721,147.481,54.4,5.3,"Kuril Islands",1302288148
2011,04,08,17:00:35,38.468,142.548,35,4.1,"near the east coast of Honshu, Japan",1302282035
2011,04,08,13:20:28,37.909,142.249,35,4.5,"off the east coast of Honshu, Japan",1302268828
2011,04,08,12:10:54,37.881,143.962,10,4.6,"off the east coast of Honshu, Japan",1302264654
2011,04,08,11:09:11,38.53,142.646,35,4,"near the east coast of Honshu, Japan",1302260951
2011,04,08,10:04:15,37.939,143.922,10,4.6,"off the east coast of Honshu, Japan",1302257055
2011,04,08,09:08:36,36.975,144.346,10,4.6,"off the east coast of Honshu, Japan",1302253716
2011,04,08,09:03:51,36.975,144.472,10,4.2,"off the east coast of Honshu, Japan",1302253431
2011,04,08,09:03:14,37.907,143.984,10,4,"off the east coast of Honshu, Japan",1302253394
2011,04,08,08:02:26,35.377,143.049,10,4.3,"off the east coast of Honshu, Japan",1302249746
2011,04,08,07:07:39,37.932,143.971,10,4.6,"off the east coast of Honshu, Japan",1302246459
2011,04,08,06:58:05,36.847,144.076,10,4.2,"off the east coast of Honshu, Japan",1302245885
2011,04,08,06:13:46,37.46,142.483,35.6,4.4,"off the east coast of Honshu, Japan",1302243226
2011,04,08,05:09:06,37.821,143.629,35,4.7,"off the east coast of Honshu, Japan",1302239346
2011,04,08,04:40:31,27.115,143.478,11.4,4.5,"Bonin Islands, Japan region",1302237631
2011,04,08,03:45:41,37.127,143.525,22.1,4.6,"off the east coast of Honshu, Japan",1302234341
2011,04,08,02:57:20,36.788,141.028,40.1,4.9,"near the east coast of Honshu, Japan",1302231440
2011,04,08,02:21:06,38.288,141.914,40.3,4.5,"near the east coast of Honshu, Japan",1302229266
2011,04,08,01:58:41,36.221,141.874,27.5,4.3,"near the east coast of Honshu, Japan",1302227921
2011,04,08,01:36:28,36.114,142.15,32.6,4.3,"off the east coast of Honshu, Japan",1302226588
2011,04,08,00:56:24,36.678,142.135,42.7,4.7,"off the east coast of Honshu, Japan",1302224184
2011,04,08,00:28:54,38.62,141.895,62.7,4.4,"near the east coast of Honshu, Japan",1302222534
2011,04,07,23:39:31,38.818,141.87,89.2,4.4,"near the east coast of Honshu, Japan",1302219571
2011,04,07,23:33:46,38.793,142.944,40.2,4,"near the east coast of Honshu, Japan",1302219226
2011,04,07,23:07:48,35.486,140.965,28.2,4.6,"near the east coast of Honshu, Japan",1302217668
2011,04,07,23:07:09,38.457,141.912,62.1,4.3,"near the east coast of Honshu, Japan",1302217629
2011,04,07,22:33:03,38.747,142.593,35,4.1,"near the east coast of Honshu, Japan",1302215583
2011,04,07,22:02:19,39.142,142.893,40.9,5.1,"near the east coast of Honshu, Japan",1302213739
2011,04,07,21:42:49,38.437,142.234,35,4.2,"near the east coast of Honshu, Japan",1302212569
2011,04,07,21:13:37,36.597,142.901,6.5,4.6,"off the east coast of Honshu, Japan",1302210817
2011,04,07,20:47:15,37.081,141.035,73.5,4.4,"near the east coast of Honshu, Japan",1302209235
2011,04,07,20:40:57,38.431,142.521,35,4.1,"near the east coast of Honshu, Japan",1302208857
2011,04,07,20:17:31,36.568,141.544,35,4.6,"near the east coast of Honshu, Japan",1302207451
2011,04,07,19:15:42,37.53,144.32,35,4.6,"off the east coast of Honshu, Japan",1302203742
2011,04,07,19:11:14,36.703,142.043,42.1,4.7,"off the east coast of Honshu, Japan",1302203474
2011,04,07,17:40:03,27.058,143.37,35,4.5,"Bonin Islands, Japan region",1302198003
2011,04,07,17:39:12,27.074,143.363,27.7,4.7,"Bonin Islands, Japan region",1302197952
2011,04,07,15:31:27,38.216,142.254,69.9,4.6,"near the east coast of Honshu, Japan",1302190287
2011,04,07,15:25:14,38.207,141.841,74.5,4.5,"near the east coast of Honshu, Japan",1302189914
2011,04,07,15:14:51,37.295,141.753,35,4.5,"near the east coast of Honshu, Japan",1302189291
2011,04,07,15:06:45,38.07,142.374,72.5,4.7,"near the east coast of Honshu, Japan",1302188805
2011,04,07,15:02:25,27.14,143.302,35,4.8,"Bonin Islands, Japan region",1302188545
2011,04,07,14:53:16,38.326,141.85,80.2,4.2,"near the east coast of Honshu, Japan",1302187996
2011,04,07,14:49:36,38.119,141.737,74.3,4.6,"near the east coast of Honshu, Japan",1302187776
2011,04,07,14:47:25,38.181,141.829,82.7,4.7,"near the east coast of Honshu, Japan",1302187645
2011,04,07,14:32:43,38.276,141.588,42,7.1,"near the east coast of Honshu, Japan",1302186763
2011,04,07,13:46:28,36.56,141.084,35,4.5,"near the east coast of Honshu, Japan",1302183988
2011,04,07,11:52:33,38.607,144.281,23.7,4.8,"off the east coast of Honshu, Japan",1302177153
2011,04,07,11:48:22,39.084,142.377,35,4.6,"near the east coast of Honshu, Japan",1302176902
2011,04,07,10:52:12,35.608,140.61,35,4.8,"near the east coast of Honshu, Japan",1302173532
2011,04,07,10:17:10,37.062,143.514,35,4.4,"off the east coast of Honshu, Japan",1302171430
2011,04,07,09:33:16,38.219,144.012,24.1,4.6,"off the east coast of Honshu, Japan",1302168796
2011,04,07,08:25:07,37.661,141.857,38.5,4.5,"near the east coast of Honshu, Japan",1302164707
2011,04,07,06:47:59,37.469,141.685,19.3,4.3,"near the east coast of Honshu, Japan",1302158879
2011,04,07,06:34:24,37.992,142.437,27.6,4.6,"off the east coast of Honshu, Japan",1302158064
2011,04,07,04:00:04,27.223,143.354,35,4.6,"Bonin Islands, Japan region",1302148804
2011,04,07,02:40:48,36.593,140.705,53.2,4.9,"near the east coast of Honshu, Japan",1302144048
2011,04,07,02:02:20,42.21,144.435,38,4.5,"Hokkaido, Japan region",1302141740
2011,04,07,01:12:57,35.607,141.881,35,4.5,"near the east coast of Honshu, Japan",1302138777
2011,04,07,00:16:41,27.229,143.387,35,4.8,"Bonin Islands, Japan region",1302135401
2011,04,06,23:49:32,37.295,141.479,35,4.7,"near the east coast of Honshu, Japan",1302133772
2011,04,06,23:14:42,27.195,143.454,35,4.9,"Bonin Islands, Japan region",1302131682
2011,04,06,21:49:27,36.417,143.362,35,4.6,"off the east coast of Honshu, Japan",1302126567
2011,04,06,19:20:20,39.319,143.523,35,4.9,"off the east coast of Honshu, Japan",1302117620
2011,04,06,19:18:05,37.378,143.768,35,4.6,"off the east coast of Honshu, Japan",1302117485
2011,04,06,16:25:41,38.323,142.163,45.3,4.8,"near the east coast of Honshu, Japan",1302107141
2011,04,06,16:06:04,38.167,144.175,35,4.6,"off the east coast of Honshu, Japan",1302105964
2011,04,06,13:54:52,37.654,141.425,59.6,5.3,"near the east coast of Honshu, Japan",1302098092
2011,04,06,12:56:54,36.738,140.364,36,4.9,"near the east coast of Honshu, Japan",1302094614
2011,04,06,07:12:12,27.164,143.324,37,5.1,"Bonin Islands, Japan region",1302073932
2011,04,06,06:35:13,38.832,144.662,33.2,4.3,"off the east coast of Honshu, Japan",1302071713
2011,04,06,06:14:30,39.647,142.771,47.1,4.5,"near the east coast of Honshu, Japan",1302070470
2011,04,06,06:07:02,37.341,142.363,39.8,4.9,"off the east coast of Honshu, Japan",1302070022
2011,04,06,05:54:26,38.347,142.166,45.8,4.6,"near the east coast of Honshu, Japan",1302069266
2011,04,06,04:30:46,37.804,144.791,10,4.2,"off the east coast of Honshu, Japan",1302064246
2011,04,06,04:28:08,27.198,143.348,35,4.4,"Bonin Islands, Japan region",1302064088
2011,04,06,03:14:08,37.359,144.548,10,4.8,"off the east coast of Honshu, Japan",1302059648
2011,04,06,03:13:03,36.714,142.071,42,4.7,"off the east coast of Honshu, Japan",1302059583
2011,04,06,01:51:25,37.651,144.57,16.1,4.7,"off the east coast of Honshu, Japan",1302054685
2011,04,06,01:48:04,36.393,142.604,35,4.3,"off the east coast of Honshu, Japan",1302054484
2011,04,06,01:23:47,36.385,141.911,45,4.5,"near the east coast of Honshu, Japan",1302053027
2011,04,06,01:12:24,37.527,143.63,18.8,4.1,"off the east coast of Honshu, Japan",1302052344
2011,04,06,00:17:17,38.838,144.77,35,4.5,"off the east coast of Honshu, Japan",1302049037
2011,04,05,23:38:33,37.715,144.432,10,4.5,"off the east coast of Honshu, Japan",1302046713
2011,04,05,23:35:39,37.81,144.395,35,4.7,"off the east coast of Honshu, Japan",1302046539
2011,04,05,23:13:45,37.983,143.551,35,4.6,"off the east coast of Honshu, Japan",1302045225
2011,04,05,22:54:27,39.113,142.334,35,4.3,"near the east coast of Honshu, Japan",1302044067
2011,04,05,22:01:59,38.372,142.104,16.3,5,"near the east coast of Honshu, Japan",1302040919
2011,04,05,21:24:02,36.199,140.895,46.7,4.7,"near the east coast of Honshu, Japan",1302038642
2011,04,05,19:47:28,35.443,142.927,15.3,4.8,"off the east coast of Honshu, Japan",1302032848
2011,04,05,19:43:41,39.762,142.186,64.2,4.7,"near the east coast of Honshu, Japan",1302032621
2011,04,05,19:11:32,37.747,144.537,40,4.5,"off the east coast of Honshu, Japan",1302030692
2011,04,05,17:09:57,36.612,142.443,35,4.5,"off the east coast of Honshu, Japan",1302023397
2011,04,05,15:01:27,39.283,142.217,74.2,4.6,"near the east coast of Honshu, Japan",1302015687
2011,04,05,14:41:43,36.176,140.695,18,4.7,"near the east coast of Honshu, Japan",1302014503
2011,04,05,14:27:21,36.55,142.65,35,4.4,"off the east coast of Honshu, Japan",1302013641
2011,04,05,13:51:01,36.371,142.343,23.4,4.4,"off the east coast of Honshu, Japan",1302011461
2011,04,05,13:29:54,37.997,144.105,10,4.3,"off the east coast of Honshu, Japan",1302010194
2011,04,05,11:00:02,38.377,142.18,40.6,4.6,"near the east coast of Honshu, Japan",1302001202
2011,04,05,10:59:42,22.747,143.366,79.6,4.8,"Volcano Islands, Japan region",1302001182
2011,04,05,09:08:53,36.76,140.413,37.9,4.5,"near the east coast of Honshu, Japan",1301994533
2011,04,05,06:44:24,35.945,143.317,35,4.3,"off the east coast of Honshu, Japan",1301985864
2011,04,05,04:42:30,35.709,143.503,23.1,4.1,"off the east coast of Honshu, Japan",1301978550
2011,04,05,04:32:30,36.174,139.883,57.9,4.1,"eastern Honshu, Japan",1301977950
2011,04,05,04:25:29,38.894,142.402,51.6,4.7,"near the east coast of Honshu, Japan",1301977529
2011,04,05,02:20:07,37.079,142.687,21,4.3,"off the east coast of Honshu, Japan",1301970007
2011,04,05,01:29:14,39.71,142.037,74.1,4.8,"near the east coast of Honshu, Japan",1301966954
2011,04,04,22:49:20,38.237,144.755,14,4.5,"off the east coast of Honshu, Japan",1301957360
2011,04,04,22:41:15,26.806,143.732,35,4.5,"Bonin Islands, Japan region",1301956875
2011,04,04,21:52:55,38.251,141.872,47.7,4.7,"near the east coast of Honshu, Japan",1301953975
2011,04,04,21:36:59,36.815,140.69,8.8,4.7,"near the east coast of Honshu, Japan",1301953019
2011,04,04,20:43:56,36.284,140.9,27.6,4.6,"near the east coast of Honshu, Japan",1301949836
2011,04,04,19:53:16,35.863,140.834,54.4,4.3,"near the east coast of Honshu, Japan",1301946796
2011,04,04,19:50:01,36.714,140.656,5.2,4.4,"near the east coast of Honshu, Japan",1301946601
2011,04,04,19:30:23,35.643,140.102,60.7,4.4,"near the east coast of Honshu, Japan",1301945423
2011,04,04,19:17:51,37.737,144.116,13.9,4.6,"off the east coast of Honshu, Japan",1301944671
2011,04,04,17:45:14,36.011,141.31,54.9,4.5,"near the east coast of Honshu, Japan",1301939114
2011,04,04,16:37:21,27.463,142.996,23.8,4.6,"Bonin Islands, Japan region",1301935041
2011,04,04,15:47:06,37.528,141.601,61.3,4.6,"near the east coast of Honshu, Japan",1301932026
2011,04,04,13:48:27,36.6,143.331,29.6,4.9,"off the east coast of Honshu, Japan",1301924907
2011,04,04,13:11:31,39.236,142.75,40.1,4.9,"near the east coast of Honshu, Japan",1301922691
2011,04,04,11:46:23,36.058,139.984,47.9,4.3,"eastern Honshu, Japan",1301917583
2011,04,04,10:11:28,37.228,144.377,35,4.2,"off the east coast of Honshu, Japan",1301911888
2011,04,04,09:39:12,37.049,142.046,35,5.1,"off the east coast of Honshu, Japan",1301909952
2011,04,04,08:50:09,37.814,142.534,35,4.4,"off the east coast of Honshu, Japan",1301907009
2011,04,04,08:42:31,37.828,142.473,36.6,5,"off the east coast of Honshu, Japan",1301906551
2011,04,04,08:38:23,37.817,142.403,35,5.1,"off the east coast of Honshu, Japan",1301906303
2011,04,04,07:44:02,38.303,142.164,45.8,4.7,"near the east coast of Honshu, Japan",1301903042
2011,04,04,06:12:57,39.079,143.392,35.1,4.6,"off the east coast of Honshu, Japan",1301897577
2011,04,04,06:02:09,37.046,144.214,10,4.7,"off the east coast of Honshu, Japan",1301896929
2011,04,04,04:43:46,36.866,140.642,11.2,4.5,"near the east coast of Honshu, Japan",1301892226
2011,04,04,04:30:06,35.286,141.112,14.9,4.5,"near the east coast of Honshu, Japan",1301891406
2011,04,04,03:56:25,37.254,143.046,42.2,4.6,"off the east coast of Honshu, Japan",1301889385
2011,04,04,02:54:36,37.723,144.906,10,4.4,"off the east coast of Honshu, Japan",1301885676
2011,04,03,23:54:28,39.545,143.119,27.7,4.5,"off the east coast of Honshu, Japan",1301874868
2011,04,03,23:24:42,36.656,144.713,10,4.4,"off the east coast of Honshu, Japan",1301873082
2011,04,03,19:07:36,37.473,144.58,35.9,4.7,"off the east coast of Honshu, Japan",1301857656
2011,04,03,17:24:44,36.832,143.545,35,4.4,"off the east coast of Honshu, Japan",1301851484
2011,04,03,16:52:47,36.687,142.316,8.9,4.7,"off the east coast of Honshu, Japan",1301849567
2011,04,03,16:50:38,38.172,143.635,9,4.7,"off the east coast of Honshu, Japan",1301849438
2011,04,03,14:55:30,37.805,142.162,50.9,5,"off the east coast of Honshu, Japan",1301842530
2011,04,03,14:53:26,37.881,142.095,48.7,4.9,"off the east coast of Honshu, Japan",1301842406
2011,04,03,14:14:44,39.021,142.897,35,4.4,"near the east coast of Honshu, Japan",1301840084
2011,04,03,13:18:08,36.762,142.142,35.8,5.1,"off the east coast of Honshu, Japan",1301836688
2011,04,03,13:07:37,37.148,142.407,11.6,4.8,"off the east coast of Honshu, Japan",1301836057
2011,04,03,12:57:41,37.276,141.298,59,4.9,"near the east coast of Honshu, Japan",1301835461
2011,04,03,12:51:44,35.401,143.086,10,4.3,"off the east coast of Honshu, Japan",1301835104
2011,04,03,12:43:19,35.451,142.937,22.7,4.8,"off the east coast of Honshu, Japan",1301834599
2011,04,03,11:57:12,35.898,141.057,2.1,4.4,"near the east coast of Honshu, Japan",1301831832
2011,04,03,11:40:16,36.94,143.933,10,4.5,"off the east coast of Honshu, Japan",1301830816
2011,04,03,10:40:22,34.662,141.466,18.8,4.3,"off the east coast of Honshu, Japan",1301827222
2011,04,03,09:35:54,37.191,141.437,50.2,4.3,"near the east coast of Honshu, Japan",1301823354
2011,04,03,08:42:06,38.363,142.084,35,4.7,"near the east coast of Honshu, Japan",1301820126
2011,04,03,07:53:05,37.667,141.644,35,4.5,"near the east coast of Honshu, Japan",1301817185
2011,04,03,07:51:05,35.851,141.728,37.6,4.6,"near the east coast of Honshu, Japan",1301817065
2011,04,03,07:38:46,37.635,141.451,59.3,5.2,"near the east coast of Honshu, Japan",1301816326
2011,04,03,07:28:36,38.341,143.652,18.7,4,"off the east coast of Honshu, Japan",1301815716
2011,04,03,07:21:12,35.399,143.082,10,4.5,"off the east coast of Honshu, Japan",1301815272
2011,04,03,07:19:19,35.389,142.982,35,4,"off the east coast of Honshu, Japan",1301815159
2011,04,03,07:17:09,35.385,143.083,14.2,4.7,"off the east coast of Honshu, Japan",1301815029
2011,04,03,05:26:01,36.1,142.688,35,4.4,"off the east coast of Honshu, Japan",1301808361
2011,04,03,04:14:25,39.866,142.664,29.1,4.2,"near the east coast of Honshu, Japan",1301804065
2011,04,03,03:09:08,36.776,142.081,11.6,4.9,"off the east coast of Honshu, Japan",1301800148
2011,04,03,02:51:36,38.132,143.231,43.8,4.1,"off the east coast of Honshu, Japan",1301799096
2011,04,03,02:28:22,36.468,142.569,10,4,"off the east coast of Honshu, Japan",1301797702
2011,04,03,02:04:03,36.353,142.387,41.9,4.3,"off the east coast of Honshu, Japan",1301796243
2011,04,03,01:54:13,37.008,140.794,39,4.2,"eastern Honshu, Japan",1301795653
2011,04,02,22:44:58,37.458,142.883,35,4.2,"off the east coast of Honshu, Japan",1301784298
2011,04,02,21:52:37,39.504,142.864,39.7,4.3,"near the east coast of Honshu, Japan",1301781157
2011,04,02,19:06:21,39.719,143.981,30.7,4.6,"off the east coast of Honshu, Japan",1301771181
2011,04,02,18:36:20,44.048,139.77,233,4.4,"eastern Sea of Japan",1301769380
2011,04,02,17:56:03,38.164,143.731,35,4,"off the east coast of Honshu, Japan",1301766963
2011,04,02,16:43:28,36.819,140.846,39.2,4.6,"near the east coast of Honshu, Japan",1301762608
2011,04,02,16:25:19,35.933,143.515,35,4.2,"off the east coast of Honshu, Japan",1301761519
2011,04,02,15:53:06,37.386,143.571,35,4.6,"off the east coast of Honshu, Japan",1301759586
2011,04,02,15:21:48,37.917,143.354,35,4.8,"off the east coast of Honshu, Japan",1301757708
2011,04,02,15:05:05,34.433,141.253,35,4.6,"off the east coast of Honshu, Japan",1301756705
2011,04,02,15:02:50,39.136,143.066,34.6,4.7,"off the east coast of Honshu, Japan",1301756570
2011,04,02,14:38:09,37.089,140.703,14.2,4.8,"eastern Honshu, Japan",1301755089
2011,04,02,14:18:05,37.985,143.587,35,4.2,"off the east coast of Honshu, Japan",1301753885
2011,04,02,13:49:24,39.108,143.224,35,4.3,"off the east coast of Honshu, Japan",1301752164
2011,04,02,12:25:19,36.229,141.667,35,4.6,"near the east coast of Honshu, Japan",1301747119
2011,04,02,11:24:08,37.049,144.252,35,4.6,"off the east coast of Honshu, Japan",1301743448
2011,04,02,10:22:59,36.83,140.451,35,4.6,"near the east coast of Honshu, Japan",1301739779
2011,04,02,09:49:29,37.12,144.191,37.3,4.7,"off the east coast of Honshu, Japan",1301737769
2011,04,02,09:05:13,36.958,140.443,35,4.5,"near the east coast of Honshu, Japan",1301735113
2011,04,02,08:25:12,37.276,144.063,10,4.4,"off the east coast of Honshu, Japan",1301732712
2011,04,02,07:55:55,36.205,139.766,68.8,4.8,"eastern Honshu, Japan",1301730955
2011,04,02,07:54:57,37.218,144.06,14.3,4.2,"off the east coast of Honshu, Japan",1301730897
2011,04,02,06:39:23,36.535,144.074,22,4.4,"off the east coast of Honshu, Japan",1301726363
2011,04,02,06:23:55,35.952,140.806,35,4.3,"near the east coast of Honshu, Japan",1301725435
2011,04,02,05:51:27,40.691,143.788,33.3,4.6,"off the east coast of Honshu, Japan",1301723487
2011,04,02,05:32:57,39.123,142.25,60.9,4.7,"near the east coast of Honshu, Japan",1301722377
2011,04,02,05:29:56,39.728,143.395,13.6,4.3,"off the east coast of Honshu, Japan",1301722196
2011,04,02,05:08:03,36.397,141.041,43.3,4.7,"near the east coast of Honshu, Japan",1301720883
2011,04,02,05:00:51,36.068,143.403,10.9,4.5,"off the east coast of Honshu, Japan",1301720451
2011,04,02,04:47:04,36.055,143.399,14.2,4.5,"off the east coast of Honshu, Japan",1301719624
2011,04,02,04:08:06,38.744,141.924,31.6,5.2,"near the east coast of Honshu, Japan",1301717286
2011,04,02,03:34:32,37.299,144.313,35,4.4,"off the east coast of Honshu, Japan",1301715272
2011,04,02,03:25:45,35.413,142.947,35,4.5,"off the east coast of Honshu, Japan",1301714745
2011,04,02,02:02:05,36.404,142.305,22.9,4.4,"off the east coast of Honshu, Japan",1301709725
2011,04,02,00:03:22,37.893,143.624,35,4,"off the east coast of Honshu, Japan",1301702602
2011,04,01,21:59:00,38.916,141.898,31.2,4.1,"near the east coast of Honshu, Japan",1301695140
2011,04,01,19:59:51,38.874,141.847,60.8,4.8,"near the east coast of Honshu, Japan",1301687991
2011,04,01,18:45:27,36.89,141.428,55.2,4.4,"near the east coast of Honshu, Japan",1301683527
2011,04,01,18:34:12,36.481,142.174,15.3,4.3,"off the east coast of Honshu, Japan",1301682852
2011,04,01,18:01:01,38.299,142.266,45.2,4.5,"near the east coast of Honshu, Japan",1301680861
2011,04,01,17:03:46,40.282,143.209,20.5,5.5,"off the east coast of Honshu, Japan",1301677426
2011,04,01,16:13:25,34.621,141.237,35,4.7,"off the east coast of Honshu, Japan",1301674405
2011,04,01,15:22:45,36.906,142.392,35,4.5,"off the east coast of Honshu, Japan",1301671365
2011,04,01,14:44:35,36.234,141.501,30.8,5.3,"near the east coast of Honshu, Japan",1301669075
2011,04,01,14:12:12,35.723,140.696,60,4.6,"near the east coast of Honshu, Japan",1301667132
2011,04,01,13:30:24,38.4,142.356,10,4.6,"near the east coast of Honshu, Japan",1301664624
2011,04,01,13:02:11,37.933,144.621,35,4.4,"off the east coast of Honshu, Japan",1301662931
2011,04,01,12:15:06,36.723,141.825,24.3,5.1,"near the east coast of Honshu, Japan",1301660106
2011,04,01,11:57:54,39.323,141.95,41,5.9,"eastern Honshu, Japan",1301659074
2011,04,01,10:49:49,40.304,140.208,40.4,5,"eastern Honshu, Japan",1301654989
2011,04,01,09:57:35,36.967,143.408,22.7,4.8,"off the east coast of Honshu, Japan",1301651855
2011,04,01,09:48:48,36.972,143.458,10,4.8,"off the east coast of Honshu, Japan",1301651328
2011,04,01,07:44:39,38.234,142.216,58.3,4.4,"near the east coast of Honshu, Japan",1301643879
2011,04,01,06:44:17,37.523,142.84,79.2,4.3,"off the east coast of Honshu, Japan",1301640257
2011,04,01,06:42:54,37.912,142.66,35,4.1,"off the east coast of Honshu, Japan",1301640174
2011,04,01,06:04:34,34.919,141.574,34,4.8,"off the east coast of Honshu, Japan",1301637874
2011,04,01,04:14:19,38.411,142.199,35,4.5,"near the east coast of Honshu, Japan",1301631259
2011,04,01,03:36:23,38.409,142.256,19.2,4.6,"near the east coast of Honshu, Japan",1301628983
2011,04,01,03:23:20,37.621,143.342,33.2,4.9,"off the east coast of Honshu, Japan",1301628200
2011,04,01,02:55:59,39.195,144.34,21.2,4.4,"off the east coast of Honshu, Japan",1301626559
2011,04,01,01:54:29,37.046,142.254,42.8,4.2,"off the east coast of Honshu, Japan",1301622869
2011,04,01,01:45:14,37.373,142.606,10.7,4.4,"off the east coast of Honshu, Japan",1301622314
2011,04,01,01:35:25,36.838,144.684,35,4.4,"off the east coast of Honshu, Japan",1301621725
2011,04,01,01:01:32,36.075,143.495,35,4.3,"off the east coast of Honshu, Japan",1301619692
2011,04,01,01:01:02,36.018,141.169,46.9,4.1,"near the east coast of Honshu, Japan",1301619662
2011,03,31,23:21:19,37.825,143.668,35,4.1,"off the east coast of Honshu, Japan",1301613679
2011,03,31,22:25:49,37.834,143.358,35,4.8,"off the east coast of Honshu, Japan",1301610349
2011,03,31,22:20:15,37.051,144.638,6.8,4.2,"off the east coast of Honshu, Japan",1301610015
2011,03,31,22:16:56,38.224,141.895,55.5,4.5,"near the east coast of Honshu, Japan",1301609816
2011,03,31,21:34:28,37.683,144.252,35,4.5,"off the east coast of Honshu, Japan",1301607268
2011,03,31,20:35:27,37.405,142.027,35,4.6,"off the east coast of Honshu, Japan",1301603727
2011,03,31,20:07:27,40.096,143.273,59.8,4.6,"off the east coast of Honshu, Japan",1301602047
2011,03,31,19:35:03,37.699,142.273,29.5,5.1,"off the east coast of Honshu, Japan",1301600103
2011,03,31,19:17:28,37.946,144.251,35,4.4,"off the east coast of Honshu, Japan",1301599048
2011,03,31,18:37:31,37.73,145.028,35,4,"off the east coast of Honshu, Japan",1301596651
2011,03,31,17:31:24,36.85,144.014,21.9,4.7,"off the east coast of Honshu, Japan",1301592684
2011,03,31,17:27:59,36.17,144.137,35,4.3,"off the east coast of Honshu, Japan",1301592479
2011,03,31,17:21:39,36.931,141.182,52.8,4.5,"near the east coast of Honshu, Japan",1301592099
2011,03,31,17:10:06,36.272,142.665,34.6,4.4,"off the east coast of Honshu, Japan",1301591406
2011,03,31,16:46:31,38.792,143.389,37.7,4.2,"off the east coast of Honshu, Japan",1301589991
2011,03,31,15:55:04,37.132,144.165,35,4.3,"off the east coast of Honshu, Japan",1301586904
2011,03,31,15:04:05,38.079,142.391,38.5,4.6,"near the east coast of Honshu, Japan",1301583845
2011,03,31,14:42:36,38.508,142.574,39.2,4.6,"near the east coast of Honshu, Japan",1301582556
